c_l_i_n_i_c___n_a_m_e,a_i_l_m_e_n_t,m_o_n_t_h___n_a_m_e,s_e_a_s_o_n,s_e_v_e_r_i_t_y,p_a_t_i_e_n_t___i_d,n_u_m___m_e_d_i_c_a_t_i_o_n_s,a_g_e,w_a_i_t___t_i_m_e___m_i_n_u_t_e_s,i_s___s_e_v_e_r_e,i_s___f_o_l_l_o_w___u_p
Eastside Health Center,Skin Infections,July,Long Rains,Mild,49,122,38.46938775510204,31.816326530612244,0,3
Eastside Health Center,Skin Infections,July,Long Rains,Moderate,42,102,33.333333333333336,29.261904761904763,0,5
Eastside Health Center,Skin Infections,July,Long Rains,Severe,14,31,39.285714285714285,34.785714285714285,14,0
Eastside Health Center,Skin Infections,June,Long Rains,Mild,49,122,28.46938775510204,29.79591836734694,0,0
Eastside Health Center,Skin Infections,June,Long Rains,Moderate,40,100,35.25,32.775,0,1
Eastside Health Center,Skin Infections,June,Long Rains,Severe,13,37,24.23076923076923,36.0,13,1
Eastside Health Center,Skin Infections,November,Short Rains,Mild,66,164,31.060606060606062,32.60606060606061,0,3
Eastside Health Center,Skin Infections,November,Short Rains,Moderate,31,83,29.516129032258064,28.06451612903226,0,2
Eastside Health Center,Skin Infections,November,Short Rains,Severe,14,36,37.142857142857146,35.92857142857143,14,1
Eastside Health Center,Skin Infections,October,Cool/Dry,Mild,54,136,30.0,28.72222222222222,0,2
Eastside Health Center,Skin Infections,October,Cool/Dry,Moderate,32,76,32.1875,31.4375,0,2
Eastside Health Center,Skin Infections,October,Cool/Dry,Severe,16,42,23.75,26.8125,16,1
Eastside Health Center,Skin Infections,September,Cool/Dry,Mild,74,184,27.972972972972972,29.60810810810811,0,2
Eastside Health Center,Skin Infections,September,Cool/Dry,Moderate,48,122,28.541666666666668,29.270833333333332,0,5
Eastside Health Center,Skin Infections,September,Cool/Dry,Severe,19,47,39.73684210526316,33.526315789473685,19,1
Eastside Health Center,Typhoid,August,Cool/Dry,Mild,32,74,38.125,29.125,0,3
Eastside Health Center,Typhoid,August,Cool/Dry,Moderate,22,50,35.90909090909091,28.181818181818183,0,1
Eastside Health Center,Typhoid,August,Cool/Dry,Severe,5,13,31.0,36.0,5,0
Eastside Health Center,Typhoid,July,Long Rains,Mild,31,86,40.16129032258065,29.193548387096776,0,3
Eastside Health Center,Typhoid,July,Long Rains,Moderate,23,63,34.130434782608695,27.52173913043478,0,1
Eastside Health Center,Typhoid,July,Long Rains,Severe,9,19,35.0,20.88888888888889,9,0
Eastside Health Center,Typhoid,June,Long Rains,Mild,65,168,32.69230769230769,32.07692307692308,0,1
Eastside Health Center,Typhoid,June,Long Rains,Moderate,44,116,34.54545454545455,28.977272727272727,0,4
Eastside Health Center,Typhoid,June,Long Rains,Severe,18,40,30.0,32.888888888888886,18,1
Eastside Health Center,Typhoid,November,Short Rains,Mild,75,194,32.86666666666667,29.346666666666668,0,2
Eastside Health Center,Typhoid,November,Short Rains,Moderate,68,167,32.5,26.794117647058822,0,2
Eastside Health Center,Typhoid,November,Short Rains,Severe,19,39,39.21052631578947,21.0,19,2
Eastside Health Center,Typhoid,October,Cool/Dry,Mild,39,96,33.205128205128204,27.205128205128204,0,3
Eastside Health Center,Typhoid,October,Cool/Dry,Moderate,29,73,36.37931034482759,26.06896551724138,0,2
Eastside Health Center,Typhoid,October,Cool/Dry,Severe,10,24,39.0,23.6,10,2
Eastside Health Center,Typhoid,September,Cool/Dry,Mild,33,86,35.0,29.848484848484848,0,1
Eastside Health Center,Typhoid,September,Cool/Dry,Moderate,21,61,33.57142857142857,28.476190476190474,0,1
Eastside Health Center,Typhoid,September,Cool/Dry,Severe,7,17,30.714285714285715,35.42857142857143,7,0
Eastside Health Center,Upper Respiratory Infection,August,Cool/Dry,Mild,151,380,32.615894039735096,32.443708609271525,0,9
Eastside Health Center,Upper Respiratory Infection,August,Cool/Dry,Moderate,127,317,33.031496062992126,28.937007874015748,0,7
Eastside Health Center,Upper Respiratory Infection,August,Cool/Dry,Severe,48,120,31.25,27.354166666666668,48,1
Eastside Health Center,Upper Respiratory Infection,July,Long Rains,Mild,184,455,31.52173913043478,27.597826086956523,0,6
Eastside Health Center,Upper Respiratory Infection,July,Long Rains,Moderate,155,392,32.096774193548384,32.08387096774194,0,6
Eastside Health Center,Upper Respiratory Infection,July,Long Rains,Severe,55,129,37.0,25.963636363636365,55,5
Eastside Health Center,Upper Respiratory Infection,June,Long Rains,Mild,194,494,33.144329896907216,28.88144329896907,0,5
Eastside Health Center,Upper Respiratory Infection,June,Long Rains,Moderate,118,289,30.847457627118644,31.635593220338983,0,4
Eastside Health Center,Upper Respiratory Infection,June,Long Rains,Severe,41,91,32.073170731707314,31.195121951219512,41,4
Eastside Health Center,Upper Respiratory Infection,November,Short Rains,Mild,124,310,31.048387096774192,30.846774193548388,0,8
Eastside Health Center,Upper Respiratory Infection,November,Short Rains,Moderate,89,206,33.98876404494382,32.06741573033708,0,4
Eastside Health Center,Upper Respiratory Infection,November,Short Rains,Severe,39,111,29.358974358974358,31.41025641025641,39,2
Eastside Health Center,Upper Respiratory Infection,October,Cool/Dry,Mild,148,356,32.972972972972975,28.68918918918919,0,9
Eastside Health Center,Upper Respiratory Infection,October,Cool/Dry,Moderate,98,257,35.204081632653065,27.622448979591837,0,4
Eastside Health Center,Upper Respiratory Infection,October,Cool/Dry,Severe,44,113,38.63636363636363,29.431818181818183,44,3
Eastside Health Center,Upper Respiratory Infection,September,Cool/Dry,Mild,119,296,32.142857142857146,28.168067226890756,0,8
Eastside Health Center,Upper Respiratory Infection,September,Cool/Dry,Moderate,75,204,33.93333333333333,26.213333333333335,0,10
Eastside Health Center,Upper Respiratory Infection,September,Cool/Dry,Severe,34,81,31.176470588235293,32.588235294117645,34,2
Northview Medical Center,Arthritis,August,Cool/Dry,Mild,22,51,33.63636363636363,34.86363636363637,0,1
Northview Medical Center,Arthritis,August,Cool/Dry,Moderate,14,31,36.42857142857143,35.357142857142854,0,0
Northview Medical Center,Arthritis,August,Cool/Dry,Severe,8,16,36.25,33.5,8,0
Northview Medical Center,Arthritis,July,Long Rains,Mild,21,54,35.476190476190474,35.285714285714285,0,0
Northview Medical Center,Arthritis,July,Long Rains,Moderate,26,75,30.76923076923077,30.46153846153846,0,0
Northview Medical Center,Arthritis,July,Long Rains,Severe,9,26,32.77777777777778,32.55555555555556,9,1
Northview Medical Center,Arthritis,June,Long Rains,Mild,27,56,36.851851851851855,29.74074074074074,0,4
Northview Medical Center,Arthritis,June,Long Rains,Moderate,16,40,27.5,31.3125,0,1
Northview Medical Center,Arthritis,June,Long Rains,Severe,6,17,46.666666666666664,28.833333333333332,6,0
Northview Medical Center,Arthritis,November,Short Rains,Mild,36,97,35.833333333333336,33.5,0,0
Northview Medical Center,Arthritis,November,Short Rains,Moderate,17,43,36.76470588235294,30.235294117647058,0,0
Northview Medical Center,Arthritis,November,Short Rains,Severe,4,10,22.5,24.5,4,1
Northview Medical Center,Arthritis,October,Cool/Dry,Mild,28,74,35.0,27.035714285714285,0,1
Northview Medical Center,Arthritis,October,Cool/Dry,Moderate,22,53,33.18181818181818,34.81818181818182,0,4
Northview Medical Center,Arthritis,October,Cool/Dry,Severe,11,30,30.454545454545453,26.363636363636363,11,1
Northview Medical Center,Arthritis,September,Cool/Dry,Mild,20,38,30.5,32.15,0,1
Northview Medical Center,Arthritis,September,Cool/Dry,Moderate,11,25,31.363636363636363,23.0,0,1
Northview Medical Center,Arthritis,September,Cool/Dry,Severe,9,16,29.444444444444443,31.22222222222222,9,0
Northview Medical Center,Asthma,August,Cool/Dry,Mild,49,120,31.53061224489796,31.020408163265305,0,0
Northview Medical Center,Asthma,August,Cool/Dry,Moderate,33,79,31.060606060606062,28.09090909090909,0,1
Northview Medical Center,Asthma,August,Cool/Dry,Severe,15,42,35.0,32.8,15,0
Northview Medical Center,Asthma,July,Long Rains,Mild,49,114,34.795918367346935,30.73469387755102,0,3
Northview Medical Center,Asthma,July,Long Rains,Moderate,28,85,30.714285714285715,26.071428571428573,0,1
Northview Medical Center,Asthma,July,Long Rains,Severe,18,49,32.77777777777778,28.38888888888889,18,4
Northview Medical Center,Asthma,June,Long Rains,Mild,41,107,36.21951219512195,31.926829268292682,0,4
Northview Medical Center,Asthma,June,Long Rains,Moderate,39,96,35.0,26.102564102564102,0,2
Northview Medical Center,Asthma,June,Long Rains,Severe,13,37,38.07692307692308,26.23076923076923,13,0
Northview Medical Center,Asthma,November,Short Rains,Mild,36,85,29.166666666666668,31.555555555555557,0,0
Northview Medical Center,Asthma,November,Short Rains,Moderate,29,74,31.896551724137932,27.20689655172414,0,2
Northview Medical Center,Asthma,November,Short Rains,Severe,7,19,19.285714285714285,29.714285714285715,7,0
Northview Medical Center,Asthma,October,Cool/Dry,Mild,35,73,34.714285714285715,27.742857142857144,0,1
Northview Medical Center,Asthma,October,Cool/Dry,Moderate,33,83,34.696969696969695,27.454545454545453,0,1
Northview Medical Center,Asthma,October,Cool/Dry,Severe,10,29,27.0,23.5,10,0
Northview Medical Center,Asthma,September,Cool/Dry,Mild,41,101,33.292682926829265,27.21951219512195,0,6
Northview Medical Center,Asthma,September,Cool/Dry,Moderate,29,72,32.93103448275862,23.379310344827587,0,0
Northview Medical Center,Asthma,September,Cool/Dry,Severe,14,33,35.714285714285715,37.357142857142854,14,0
Northview Medical Center,Diabetes,August,Cool/Dry,Mild,32,88,39.0625,30.34375,0,4
Northview Medical Center,Diabetes,August,Cool/Dry,Moderate,21,41,34.523809523809526,22.952380952380953,0,2
Northview Medical Center,Diabetes,August,Cool/Dry,Severe,12,23,45.0,26.333333333333332,12,1
Northview Medical Center,Diabetes,July,Long Rains,Mild,40,98,28.0,30.35,0,4
Northview Medical Center,Diabetes,July,Long Rains,Moderate,20,54,32.0,35.8,0,1
Northview Medical Center,Diabetes,July,Long Rains,Severe,14,45,32.142857142857146,36.42857142857143,14,1
Northview Medical Center,Diabetes,June,Long Rains,Mild,30,77,35.0,26.466666666666665,0,3
Northview Medical Center,Diabetes,June,Long Rains,Moderate,20,49,28.0,23.3,0,4
Northview Medical Center,Diabetes,June,Long Rains,Severe,11,31,25.0,22.0,11,1
Northview Medical Center,Diabetes,November,Short Rains,Mild,42,101,37.61904761904762,28.0,0,3
Northview Medical Center,Diabetes,November,Short Rains,Moderate,27,69,31.666666666666668,23.37037037037037,0,1
Northview Medical Center,Diabetes,November,Short Rains,Severe,14,30,39.285714285714285,34.142857142857146,14,0
Northview Medical Center,Diabetes,October,Cool/Dry,Mild,33,88,28.03030303030303,24.575757575757574,0,0
Northview Medical Center,Diabetes,October,Cool/Dry,Moderate,29,66,38.10344827586207,28.96551724137931,0,3
Northview Medical Center,Diabetes,October,Cool/Dry,Severe,21,49,34.523809523809526,34.476190476190474,21,1
Northview Medical Center,Diabetes,September,Cool/Dry,Mild,41,103,34.26829268292683,30.609756097560975,0,3
Northview Medical Center,Diabetes,September,Cool/Dry,Moderate,34,83,34.705882352941174,32.470588235294116,0,3
Northview Medical Center,Diabetes,September,Cool/Dry,Severe,16,43,33.125,35.5625,16,0
Northview Medical Center,Diarrhea,August,Cool/Dry,Mild,69,177,32.68115942028985,29.884057971014492,0,6
Northview Medical Center,Diarrhea,August,Cool/Dry,Moderate,47,120,32.4468085106383,29.70212765957447,0,4
Northview Medical Center,Diarrhea,August,Cool/Dry,Severe,23,57,35.869565217391305,27.47826086956522,23,1
Northview Medical Center,Diarrhea,July,Long Rains,Mild,143,352,34.79020979020979,29.825174825174827,0,6
Northview Medical Center,Diarrhea,July,Long Rains,Moderate,96,239,34.270833333333336,29.15625,0,4
Northview Medical Center,Diarrhea,July,Long Rains,Severe,43,105,32.2093023255814,32.093023255813954,43,2
Northview Medical Center,Diarrhea,June,Long Rains,Mild,115,281,32.91304347826087,29.22608695652174,0,5
Northview Medical Center,Diarrhea,June,Long Rains,Moderate,78,183,32.69230769230769,26.487179487179485,0,5
Northview Medical Center,Diarrhea,June,Long Rains,Severe,51,136,33.627450980392155,26.50980392156863,51,6
Northview Medical Center,Diarrhea,November,Short Rains,Mild,103,259,32.28155339805825,31.50485436893204,0,6
Northview Medical Center,Diarrhea,November,Short Rains,Moderate,57,136,36.578947368421055,30.859649122807017,0,3
Northview Medical Center,Diarrhea,November,Short Rains,Severe,32,94,35.3125,28.90625,32,4
Northview Medical Center,Diarrhea,October,Cool/Dry,Mild,85,218,34.1764705882353,26.305882352941175,0,2
Northview Medical Center,Diarrhea,October,Cool/Dry,Moderate,58,140,37.241379310344826,32.48275862068966,0,0
Northview Medical Center,Diarrhea,October,Cool/Dry,Severe,20,54,29.5,26.65,20,3
Northview Medical Center,Diarrhea,September,Cool/Dry,Mild,78,202,30.0,28.346153846153847,0,6
Northview Medical Center,Diarrhea,September,Cool/Dry,Moderate,49,126,28.877551020408163,26.897959183673468,0,1
Northview Medical Center,Diarrhea,September,Cool/Dry,Severe,22,55,31.363636363636363,34.95454545454545,22,2
Northview Medical Center,Hypertension,August,Cool/Dry,Mild,40,105,29.75,26.6,0,3
Northview Medical Center,Hypertension,August,Cool/Dry,Moderate,37,85,34.729729729729726,34.45945945945946,0,3
Northview Medical Center,Hypertension,August,Cool/Dry,Severe,20,53,25.5,21.2,20,1
Northview Medical Center,Hypertension,July,Long Rains,Mild,42,106,30.238095238095237,28.785714285714285,0,1
Northview Medical Center,Hypertension,July,Long Rains,Moderate,44,114,40.0,28.727272727272727,0,2
Northview Medical Center,Hypertension,July,Long Rains,Severe,15,37,27.666666666666668,32.2,15,1
Northview Medical Center,Hypertension,June,Long Rains,Mild,55,141,29.181818181818183,28.563636363636363,0,0
Northview Medical Center,Hypertension,June,Long Rains,Moderate,38,100,31.57894736842105,29.394736842105264,0,1
Northview Medical Center,Hypertension,June,Long Rains,Severe,18,40,25.0,31.666666666666668,18,0
Northview Medical Center,Hypertension,November,Short Rains,Mild,56,131,36.25,30.25,0,2
Northview Medical Center,Hypertension,November,Short Rains,Moderate,38,101,29.736842105263158,26.92105263157895,0,1
Northview Medical Center,Hypertension,November,Short Rains,Severe,18,56,31.666666666666668,26.555555555555557,18,0
Northview Medical Center,Hypertension,October,Cool/Dry,Mild,61,167,31.229508196721312,30.737704918032787,0,4
Northview Medical Center,Hypertension,October,Cool/Dry,Moderate,36,94,35.55555555555556,34.416666666666664,0,2
Northview Medical Center,Hypertension,October,Cool/Dry,Severe,21,44,29.761904761904763,32.19047619047619,21,3
Northview Medical Center,Hypertension,September,Cool/Dry,Mild,49,139,33.97959183673469,28.102040816326532,0,2
Northview Medical Center,Hypertension,September,Cool/Dry,Moderate,29,72,30.862068965517242,26.379310344827587,0,0
Northview Medical Center,Hypertension,September,Cool/Dry,Severe,15,35,35.0,25.6,15,0
Northview Medical Center,Malaria,August,Cool/Dry,Mild,73,169,31.301369863013697,32.12328767123287,0,5
Northview Medical Center,Malaria,August,Cool/Dry,Moderate,56,126,35.892857142857146,31.964285714285715,0,4
Northview Medical Center,Malaria,August,Cool/Dry,Severe,28,81,27.5,33.57142857142857,28,1
Northview Medical Center,Malaria,July,Long Rains,Mild,201,512,32.61194029850746,30.920398009950247,0,3
Northview Medical Center,Malaria,July,Long Rains,Moderate,127,319,33.031496062992126,32.669291338582674,0,7
Northview Medical Center,Malaria,July,Long Rains,Severe,62,156,37.096774193548384,32.5,62,2
Northview Medical Center,Malaria,June,Long Rains,Mild,178,453,32.80898876404494,30.59550561797753,0,12
Northview Medical Center,Malaria,June,Long Rains,Moderate,114,276,32.45614035087719,30.20175438596491,0,7
Northview Medical Center,Malaria,June,Long Rains,Severe,47,116,30.106382978723403,26.404255319148938,47,5
Northview Medical Center,Malaria,November,Short Rains,Mild,207,514,34.61352657004831,28.893719806763286,0,8
Northview Medical Center,Malaria,November,Short Rains,Moderate,155,401,32.096774193548384,28.4,0,9
Northview Medical Center,Malaria,November,Short Rains,Severe,52,135,34.42307692307692,28.73076923076923,52,2
Northview Medical Center,Malaria,October,Cool/Dry,Mild,104,275,31.826923076923077,28.923076923076923,0,10
Northview Medical Center,Malaria,October,Cool/Dry,Moderate,70,173,34.42857142857143,29.857142857142858,0,8
Northview Medical Center,Malaria,October,Cool/Dry,Severe,36,98,30.555555555555557,29.083333333333332,36,1
Northview Medical Center,Malaria,September,Cool/Dry,Mild,91,244,36.0989010989011,26.582417582417584,0,4
Northview Medical Center,Malaria,September,Cool/Dry,Moderate,72,181,34.02777777777778,27.944444444444443,0,0
Northview Medical Center,Malaria,September,Cool/Dry,Severe,31,82,34.67741935483871,29.0,31,0
Northview Medical Center,Minor Injuries,August,Cool/Dry,Mild,57,126,34.64912280701754,28.87719298245614,0,3
Northview Medical Center,Minor Injuries,August,Cool/Dry,Moderate,31,78,33.70967741935484,32.774193548387096,0,2
Northview Medical Center,Minor Injuries,August,Cool/Dry,Severe,17,48,36.76470588235294,27.58823529411765,17,1
Northview Medical Center,Minor Injuries,July,Long Rains,Mild,59,154,33.644067796610166,25.983050847457626,0,2
Northview Medical Center,Minor Injuries,July,Long Rains,Moderate,51,131,34.6078431372549,26.862745098039216,0,4
Northview Medical Center,Minor Injuries,July,Long Rains,Severe,18,38,32.77777777777778,27.61111111111111,18,2
